GSE63577_BJ_transcripts,GSE63577_IMR90_transcripts,voic_epithelia_sen_transcripts,GSE63577_HFF_transcripts,GSE105951_PD78_transcripts,GSE130727_IMR90_transcripts,GSE130727_WI38_transcripts,GSE64553_MRC5_transcripts,GSE109700_early_sen_transcripts,GSE109700_deep_sen_transcripts,GSE64553_HFF_transcripts,GSE63577_MRC5_transcripts,GSE63577_WI38_transcripts
ENST00000563048 - USP10,ENST00000434686 - GNB1,,ENST00000279035 - PIGT,ENST00000510530 - C5orf22,,ENST00000505789 - nan,ENST00000493759 - missing,,,ENST00000449062 - RTF2,ENST00000395980 - missing,ENST00000448405 - MPZL1
ENST00000531131 - NXF1,ENST00000356576 - COG6,,ENST00000592782 - NMT1,ENST00000355196 - SEC31A,,ENST00000371997 - NCOA3,ENST00000510056 - MATR3,,,ENST00000399629 - CACNA1C,ENST00000584049 - BDNF,ENST00000424325 - missing
ENST00000434927 - RBM39,ENST00000394419 - ACTN1,,ENST00000396224 - MAGED2,ENST00000460328 - TTC3,,ENST00000491502 - NUP188,ENST00000353578 - COL6A3,,,ENST00000541434 - CADM1,ENST00000482794 - ATP11B,ENST00000286523 - MIDEAS
ENST00000545225 - PSME3,ENST00000379773 - CAMK2D,,ENST00000538336 - FKBP9,ENST00000412494 - FKBP14,,ENST00000401468 - VPS53,ENST00000537830 - SLC12A4,,,ENST00000503043 - PRSS12,ENST00000367067 - CD55,ENST00000507018 - TGFBI
ENST00000592619 - VMP1,ENST00000409453 - DYNC1I2,,ENST00000580168 - HELZ,ENST00000554682 - GMFB,,ENST00000454579 - ITPRID2,ENST00000612083 - FAM156A,,,ENST00000578611 - MYL12A,ENST00000493692 - GORASP2,ENST00000429089 - PLAT
ENST00000526825 - LTBP3,ENST00000469360 - IPO5,,ENST00000559482 - IDH2,ENST00000635625 - PTPN11,,ENST00000452564 - PIKFYVE,ENST00000414489 - MYADM,,,ENST00000592619 - VMP1,ENST00000559222 - GOLM2,ENST00000514554 - TGFBI
ENST00000376545 - ABCF1,ENST00000367004 - TRAF5,,ENST00000539591 - SLC25A30,ENST00000557590 - KIAA0586,,ENST00000514063 - REST,ENST00000429938 - HSPB1,,,ENST00000497817 - WNT5A,ENST00000591208 - TUBB6,ENST00000371655 - RAB3B
ENST00000565445 - AMFR,ENST00000549162 - SCAF11,,ENST00000503413 - FGF5,ENST00000584936 - MPRIP,,ENST00000505991 - ANAPC4,ENST00000440541 - KCTD10,,,ENST00000344768 - FRMD6,ENST00000597438 - KXD1,ENST00000503431 - UCHL1
ENST00000435660 - SLC30A6,ENST00000437805 - SAMD9L,,ENST00000503431 - UCHL1,ENST00000443024 - IARS1,,ENST00000502803 - ABCE1,ENST00000530702 - EIF4G2,,,ENST00000316603 - DNAJC7,ENST00000407246 - SCP2,ENST00000342295 - RBPJ
ENST00000462132 - MEST,ENST00000635305 - FERMT2,,ENST00000618074 - NDUFS7,ENST00000436321 - MDH1,,ENST00000572031 - EDC4,ENST00000407356 - PSG5,,,ENST00000422154 - missing,ENST00000409006 - KDELR3,ENST00000199936 - HSD17B2
ENST00000590382 - SLC44A2,ENST00000433700 - IFT74,,ENST00000367750 - FMO1,ENST00000541932 - FLT1,,ENST00000422544 - PDGFC,ENST00000286628 - KCNMA1,,,ENST00000578692 - CRLF3,ENST00000530165 - DPP3,ENST00000619060 - PHLDA1
ENST00000574018 - NXN,ENST00000556768 - SCFD1,,ENST00000582539 - TRAPPC8,ENST00000521368 - CTNNA1,,ENST00000476168 - MAGT1,ENST00000599892 - PLAUR,,,ENST00000523007 - LRP12,ENST00000261569 - MAST4,ENST00000237837 - FGF23
ENST00000494826 - ARMT1,ENST00000368786 - UROS,,ENST00000559494 - TSPAN3,ENST00000634802 - QARS1,,ENST00000463054 - UGGT2,ENST00000637323 - KIFBP,,,ENST00000587636 - GNA11,ENST00000377978 - COX7A2,ENST00000450460 - PDS5B
ENST00000502384 - MRPL1,ENST00000553897 - PRMT5,,ENST00000441154 - EIF4G1,ENST00000360059 - GTPBP4,,ENST00000544970 - PYROXD1,ENST00000509867 - ANKRD17,,,ENST00000588032 - TPM4,ENST00000538744 - DDX55,ENST00000421834 - DST
ENST00000405202 - BZW2,ENST00000578611 - MYL12A,,ENST00000533044 - GRINA,ENST00000532792 - ACAT1,,ENST00000460166 - MBNL1,ENST00000422767 - TXNDC9,,,ENST00000536961 - CINP,ENST00000452755 - SPOCD1,ENST00000451085 - LRRN3
ENST00000327569 - ATP11C,ENST00000579208 - TMEM94,,ENST00000470482 - HDLBP,ENST00000421834 - DST,,ENST00000576019 - VPS53,ENST00000440613 - CDC123,,,ENST00000491682 - ABHD12,ENST00000585680 - ME2,ENST00000528053 - BACE1
ENST00000618834 - PCDHA4,ENST00000490303 - ATP11B,,ENST00000371313 - C1GALT1C1,ENST00000503151 - CLPTM1L,,ENST00000493409 - CCSER2,ENST00000506508 - CYTL1,,,ENST00000493759 - missing,ENST00000564864 - MMP2,ENST00000398019 - SERPINB7
ENST00000483369 - ADCK2,ENST00000542878 - MFGE8,,ENST00000380787 - MID1,ENST00000423105 - NIFK,,ENST00000498302 - PCNX2,ENST00000504672 - PDGFC,,,ENST00000475134 - TBC1D23,ENST00000597706 - GPR108,ENST00000613674 - PPIP5K2
ENST00000478391 - PIGK,ENST00000627972 - RUVBL2,,ENST00000371160 - STAG2,ENST00000396597 - ZNF143,,ENST00000470868 - EIF5B,ENST00000538137 - ZNF521,,,ENST00000484826 - IAH1,ENST00000575068 - NSF,ENST00000434472 - CD44
ENST00000409908 - MDH1,ENST00000619060 - PHLDA1,,ENST00000469762 - SMC4,ENST00000454202 - RND3,,ENST00000341517 - PDE4B,ENST00000282943 - ADGRA3,,,ENST00000345201 - PTK7,ENST00000419661 - OGDH,ENST00000536227 - ARL1
ENST00000453430 - FAM234A,ENST00000594523 - CALM3,,ENST00000588627 - RPL12P38,ENST00000526475 - MICAL2,,ENST00000520198 - ASPH,ENST00000552828 - CKAP4,,,ENST00000509601 - TPM3,ENST00000253952 - THOC6,ENST00000334192 - EML1
ENST00000339717 - BRPF3,ENST00000533238 - HSPA8,,ENST00000617757 - TARDBP,ENST00000539181 - FKBP4,,ENST00000438197 - SYTL2,ENST00000399355 - ITSN1,,,ENST00000426856 - CRIM1,ENST00000547995 - PWP1,ENST00000447431 - SRRM1
ENST00000399353 - ITSN1,ENST00000395310 - SEC31A,,ENST00000440354 - RIN2,ENST00000587785 - PVR,,ENST00000505321 - ENSA,ENST00000570090 - FUS,,,ENST00000377908 - DIAPH3,ENST00000425056 - GPC1,ENST00000409645 - MGAT5
ENST00000353578 - COL6A3,ENST00000440161 - TADA3,,ENST00000320493 - CFHR1,ENST00000564665 - GBP3,,ENST00000555846 - SOCS4,ENST00000377500 - STAM,,,ENST00000407082 - SMARCB1,ENST00000531493 - FOSL1,ENST00000405334 - EIF2AK2
ENST00000560409 - SEC11A,ENST00000613674 - PPIP5K2,,ENST00000381839 - GART,ENST00000582665 - NDEL1,,ENST00000450179 - TMEM254,ENST00000418373 - PDLIM4,,,ENST00000409613 - EFHD1,ENST00000389869 - NIN,ENST00000550050 - CD63
ENST00000300141 - DPP8,ENST00000425518 - SMARCC1,,ENST00000394904 - SLC11A2,ENST00000408042 - KIF16B,,ENST00000548485 - OSBPL8,ENST00000487876 - RPSA,,,ENST00000339717 - BRPF3,ENST00000379333 - SLC23A2,ENST00000588847 - TNRC6C
ENST00000416658 - SLMAP,ENST00000344936 - ARHGAP12,,ENST00000611869 - TCF3,ENST00000465980 - ATG3,,ENST00000339051 - missing,ENST00000349693 - POP1,,,ENST00000280876 - GXYLT1,ENST00000503014 - ETF1,ENST00000470540 - C1orf198
ENST00000418185 - GTF2IRD2B,ENST00000557597 - NUMB,,ENST00000368779 - LCE2A,ENST00000474178 - RAB3GAP2,,ENST00000434954 - CCDC14,ENST00000523007 - LRP12,,,ENST00000430477 - RUSF1,ENST00000427791 - BCR,ENST00000394419 - ACTN1
ENST00000496114 - TLE4,ENST00000564311 - RNPS1,,ENST00000330045 - BRCC3,ENST00000319406 - LCLAT1,,ENST00000527977 - CLMP,ENST00000578577 - STARD3,,,ENST00000466951 - PSMB7,ENST00000412307 - missing,ENST00000359755 - AKAP12
ENST00000623761 - GPS1,ENST00000604975 - TPM2,,ENST00000305242 - ODAD2,ENST00000532478 - ARFGAP2,,ENST00000492552 - NR1D2,ENST00000372970 - OSER1,,,ENST00000530165 - DPP3,ENST00000522566 - FZD6,ENST00000361673 - ALPK2
ENST00000409381 - LYPD6,ENST00000552192 - SLC6A15,,ENST00000381232 - SIPA1L1,ENST00000486964 - POLR1A,,ENST00000594339 - DMAC2,ENST00000220244 - CEMIP,,,ENST00000282943 - ADGRA3,ENST00000586782 - GRN,ENST00000255175 - SERINC3
ENST00000577085 - SF3B3,ENST00000447431 - SRRM1,,ENST00000415901 - NKIRAS1,ENST00000451322 - C1orf131,,ENST00000491632 - ARID4B,ENST00000579481 - NFE2L1,,,ENST00000549164 - ATP5MC2,ENST00000373982 - ZMYM3,ENST00000299502 - SERPINB2
ENST00000411857 - HNRNPA1P54,ENST00000514554 - TGFBI,,ENST00000610874 - TNIP1,ENST00000557247 - KLHDC2,,ENST00000540801 - SSH2,ENST00000409076 - SNX13,,,ENST00000542939 - PEBP1,ENST00000533238 - HSPA8,ENST00000412806 - SH3BP5
ENST00000488492 - MRPS6,ENST00000357041 - OSBPL1A,,ENST00000531287 - RNF214,ENST00000532244 - NDUFV1,,ENST00000507543 - DCTD,ENST00000497525 - NAA50,,,ENST00000389044 - TRIP12,ENST00000481024 - GK,ENST00000424703 - FSTL1
ENST00000560729 - GPR176,ENST00000237837 - FGF23,,ENST00000492661 - MME,ENST00000583147 - TWSG1,,ENST00000417449 - ALKBH8,ENST00000367218 - ATP2B4,,,ENST00000492412 - SLC16A4,ENST00000471268 - KDELR3,ENST00000620463 - COL1A2
ENST00000526145 - ETS1,ENST00000475181 - CCDC80,,ENST00000282943 - ADGRA3,ENST00000468149 - MSL3,,ENST00000311694 - HECTD4,ENST00000587251 - LGALS3BP,,,ENST00000478255 - AK5,ENST00000423751 - GAL3ST4,
ENST00000483437 - KPNA4,ENST00000607882 - RABGEF1,,ENST00000612630 - UHRF1,ENST00000416425 - LRRFIP2,,ENST00000579039 - NCOA4,ENST00000588032 - TPM4,,,ENST00000439637 - ADAM10,ENST00000420430 - YWHAH,
ENST00000476366 - FBLN1,ENST00000635193 - COL11A1,,ENST00000539084 - NCAPD2,ENST00000389146 - OS9,,ENST00000528581 - CHID1,ENST00000379773 - CAMK2D,,,ENST00000389447 - PSME3IP1,ENST00000460731 - PTPN12,
ENST00000284259 - TBCEL,ENST00000440021 - FBXO34,,ENST00000463155 - OPN3,ENST00000586543 - AP1M1,,ENST00000532959 - TMEM135,ENST00000520349 - LOXL2,,,ENST00000578816 - TMX3,ENST00000317721 - NCKAP5,
ENST00000430841 - ECHDC1,ENST00000465297 - AOX1,,ENST00000258729 - IGF2BP3,ENST00000358939 - DPP8,,ENST00000472574 - ZNF462,ENST00000557094 - WARS1,,,ENST00000582126 - KPNB1,ENST00000373539 - PHKA1,
ENST00000527361 - ADGRB2,ENST00000371160 - STAG2,,ENST00000012134 - HIVEP2,ENST00000474341 - MBOAT2,,ENST00000447990 - SPAG16,ENST00000543425 - TMED2,,,ENST00000631641 - DDX3X,ENST00000432855 - PSMD2,
ENST00000509601 - TPM3,ENST00000542815 - ZEB1,,ENST00000558733 - ADAM10,ENST00000538117 - ANAPC15,,ENST00000533431 - missing,ENST00000422544 - PDGFC,,,ENST00000370268 - ZNF185,ENST00000527423 - EPB41L2,
ENST00000345201 - PTK7,ENST00000541363 - HMGA2,,ENST00000520299 - ANK1,ENST00000409027 - INPP1,,ENST00000612350 - PTCHD3P1,ENST00000358883 - LPAR1,,,ENST00000519596 - PABPC1,ENST00000222482 - CPA4,
ENST00000530200 - MTMR9,ENST00000608478 - FGF2,,ENST00000407431 - TFIP11,ENST00000543302 - RNMT,,ENST00000615080 - LARP4,ENST00000591090 - GET3,,,ENST00000405746 - KRT19P1,ENST00000484088 - ITGB1,
ENST00000611683 - ZRANB2,ENST00000474036 - FN1,,ENST00000602398 - SBNO1,ENST00000539826 - ARHGAP5,,ENST00000505791 - ADAMTS19,ENST00000296701 - FBXO38,,,ENST00000520517 - COX6C,ENST00000525374 - CARD16,
ENST00000558733 - ADAM10,ENST00000476387 - COL1A1,,ENST00000542878 - MFGE8,ENST00000483593 - DDX50,,ENST00000451018 - MCTP2,ENST00000403549 - PRELID1P1,,,ENST00000373330 - ZMYM1,ENST00000484547 - RABGEF1,
ENST00000610743 - SPPL2B,ENST00000569240 - CNOT1,,ENST00000286628 - KCNMA1,ENST00000621783 - CPNE3,,ENST00000523767 - NDST1,ENST00000505218 - GAPDHP40,,,ENST00000479153 - SUMO3,ENST00000585838 - POLR2E,
ENST00000504233 - TENT2,ENST00000496897 - USP13,,ENST00000429851 - CEP350,ENST00000593466 - DDA1,,ENST00000358335 - AKT2,ENST00000373539 - PHKA1,,,ENST00000359028 - AKAP9,ENST00000439724 - SMAD3,
ENST00000549162 - SCAF11,ENST00000509769 - USP53,,ENST00000445771 - BCAP29,ENST00000429383 - TBC1D5,,ENST00000621756 - TICAM1,ENST00000585393 - WIPI1,,,ENST00000441738 - TIMP1,ENST00000555017 - SEC23A,
ENST00000303354 - SCN9A,ENST00000558170 - ZEB2,,ENST00000556768 - SCFD1,ENST00000527379 - FADS3,,ENST00000480262 - missing,ENST00000530200 - MTMR9,,,ENST00000470019 - PTK7,ENST00000617257 - ESF1,
ENST00000422900 - TMEM64,ENST00000518047 - DIAPH1,,ENST00000552212 - PRKAG1,ENST00000543318 - P2RX4,,ENST00000415273 - DCAF7,ENST00000420430 - YWHAH,,,ENST00000350249 - PPP2R5C,ENST00000423035 - PGAP1,
ENST00000549115 - CHURC1,ENST00000310645 - COL6A2,,ENST00000636705 - CLN5,ENST00000432467 - NSDHL,,ENST00000519809 - LOXL2,ENST00000589960 - UBL5,,,ENST00000396050 - EDA2R,ENST00000279452 - CD44,
ENST00000567195 - COMMD4,ENST00000503431 - UCHL1,,ENST00000628866 - MARS1,ENST00000480249 - CRBN,,ENST00000343327 - PTBP3,ENST00000512040 - MATR3,,,ENST00000592782 - NMT1,ENST00000372421 - KCNMA1,
ENST00000520593 - STC2,ENST00000568426 - EIF3C,,ENST00000389869 - NIN,ENST00000543414 - OLR1,,ENST00000486964 - POLR1A,ENST00000453430 - FAM234A,,,ENST00000462802 - CUTA,ENST00000623610 - CDKL5,
ENST00000605617 - GALNT6,ENST00000615798 - missing,,ENST00000558376 - RABGGTA,ENST00000504196 - PLK2,,ENST00000626966 - PLCB1,ENST00000248420 - CACTIN,,,ENST00000558985 - ANXA2,ENST00000509829 - ARSJ,
ENST00000391418 - KRTAP2-3,ENST00000424703 - FSTL1,,ENST00000340480 - HIPK1,ENST00000569857 - PKM,,ENST00000617962 - GADD45A,ENST00000557597 - NUMB,,,ENST00000615954 - KMT5B,ENST00000572525 - CHMP6,
ENST00000382039 - TP53BP1,ENST00000515320 - HSD17B4,,ENST00000440161 - TADA3,ENST00000527213 - HSD17B12,,ENST00000513339 - REEP5,ENST00000520648 - STC2,,,ENST00000622098 - CDK16,ENST00000565419 - STX1B,
ENST00000509384 - LYSMD3,ENST00000457800 - DDX42,,ENST00000579502 - CPD,ENST00000480397 - FAM133B,,ENST00000451279 - PCYOX1,ENST00000590654 - GALNT1,,,ENST00000223423 - PTGS1,ENST00000546837 - nan,
ENST00000425360 - NFASC,ENST00000334192 - EML1,,ENST00000598810 - TEAD2,ENST00000280876 - GXYLT1,,ENST00000414670 - ITGB1,ENST00000563579 - RPS15A,,,ENST00000274030 - USP53,ENST00000424408 - LAMA4,
ENST00000332191 - ROBO2,ENST00000543648 - PCGF5,,ENST00000450460 - PDS5B,ENST00000599021 - MAP2K2,,ENST00000334567 - TMEM212,ENST00000521590 - SDC2,,,ENST00000397591 - THBS1,ENST00000503334 - SLC35B1,
ENST00000556712 - SNX6,ENST00000580391 - CDK5RAP3,,ENST00000619564 - FGFR1,ENST00000587482 - PIP5K1C,,ENST00000510641 - SEPTIN11,ENST00000524245 - COX6C,,,ENST00000340480 - HIPK1,ENST00000451158 - ZKSCAN5,
ENST00000578611 - MYL12A,ENST00000361673 - ALPK2,,ENST00000613319 - RXFP1,ENST00000259056 - GALNT5,,ENST00000524452 - SYTL2,ENST00000514566 - MAPKBP1,,,ENST00000528840 - PTP4A2,ENST00000434918 - DPP4,
ENST00000541363 - HMGA2,ENST00000543464 - CPD,,ENST00000618057 - ITGBL1,ENST00000504687 - LMNA,,ENST00000412011 - ITSN2,ENST00000420567 - VAT1,,,ENST00000373698 - PTGS1,ENST00000621317 - CTNNBL1,
ENST00000374787 - SMC2,ENST00000410079 - DYNC1I2,,ENST00000188790 - FAP,ENST00000527605 - PAMR1,,ENST00000619785 - SENP3,ENST00000563048 - USP10,,,ENST00000508803 - NSD2,ENST00000491533 - ACSS2,
ENST00000471844 - ARNT,ENST00000339430 - LITAF,,ENST00000480823 - FSTL1,ENST00000549047 - ARFGAP1,,ENST00000511516 - RICTOR,ENST00000460061 - SPOCD1,,,ENST00000419477 - YWHAZ,ENST00000346652 - ANTXR2,
ENST00000566011 - LOXL1,ENST00000255175 - SERINC3,,ENST00000546211 - SKP2,ENST00000286067 - missing,,ENST00000486798 - DNAJC13,ENST00000525849 - EYA4,,,ENST00000489941 - LMO7,ENST00000403549 - PRELID1P1,
ENST00000222482 - CPA4,ENST00000377394 - SF1,,ENST00000339430 - LITAF,ENST00000518398 - DST,,ENST00000537590 - SLC39A1,ENST00000393065 - TRIM37,,,ENST00000533238 - HSPA8,ENST00000435931 - NABP1,
ENST00000224756 - CCSER2,ENST00000637056 - ZBTB38,,ENST00000540933 - GANAB,ENST00000489941 - LMO7,,ENST00000486354 - NET1,ENST00000360905 - ERC1,,,ENST00000409176 - MAP3K20,ENST00000249377 - LRRC17,
ENST00000415851 - SLC2A1,ENST00000552370 - TMBIM6,,ENST00000382039 - TP53BP1,ENST00000373856 - NONO,,ENST00000478890 - SRRM1,ENST00000409403 - CLK1,,,ENST00000567118 - PKM,ENST00000533044 - GRINA,
ENST00000599040 - FARP1,,,ENST00000412253 - CYP26B1,ENST00000564571 - MYO9A,,ENST00000614079 - ARHGAP35,ENST00000590382 - SLC44A2,,,ENST00000616559 - PTPRQ,ENST00000489890 - MOSPD1,
ENST00000426856 - CRIM1,,,ENST00000471649 - XRCC5,ENST00000283050 - nan,,ENST00000559592 - RNF111,ENST00000620121 - ASXL1,,,ENST00000480823 - FSTL1,ENST00000409473 - PPM1B,
ENST00000518977 - TNIP1,,,ENST00000543648 - PCGF5,ENST00000549540 - SLC6A15,,ENST00000510515 - SEPTIN11,ENST00000535656 - MLEC,,,ENST00000613142 - SELENOI,ENST00000264205 - ECE1,
ENST00000521059 - PTK2,,,ENST00000499914 - TWF2,ENST00000544475 - nan,,ENST00000588499 - DCAKD,ENST00000359415 - ARCN1,,,ENST00000371160 - STAG2,ENST00000503773 - IL6ST,
ENST00000631641 - DDX3X,,,ENST00000569105 - LTO1,ENST00000532349 - EIF4G2,,ENST00000456471 - ADPGK,ENST00000552754 - CD63,,,ENST00000615152 - RRM2,ENST00000612273 - COL6A1,
ENST00000471649 - XRCC5,,,ENST00000631899 - KCNN2,ENST00000519571 - GALNT10,,ENST00000456735 - NF1,ENST00000282486 - MBNL1,,,ENST00000403681 - HMGA2,ENST00000525972 - EIF4G2,
ENST00000476387 - COL1A1,,,ENST00000310346 - TBX5,ENST00000416651 - NIF3L1,,ENST00000356253 - CACNA2D1,ENST00000543351 - VDAC2,,,ENST00000618387 - PODN,ENST00000436791 - MFF,
ENST00000523295 - GSR,,,ENST00000497027 - WNT5A,ENST00000454215 - FIG4,,ENST00000395774 - RAI1,ENST00000421834 - DST,,,ENST00000527361 - ADGRB2,ENST00000593029 - UQCR11,
ENST00000558347 - TPM1,,,ENST00000361306 - EGFL6,ENST00000539652 - nan,,ENST00000553681 - APEX1,ENST00000409933 - AFTPH,,,ENST00000589116 - CCBE1,ENST00000380958 - PAN3,
ENST00000474576 - MKRN1,,,ENST00000426668 - PAK2,ENST00000465725 - DNAJB9,,ENST00000467093 - KDM5C,ENST00000413546 - TP53BP1,,,ENST00000576910 - GOSR2,ENST00000468860 - ABCD3,
ENST00000524266 - PBK,,,ENST00000448405 - MPZL1,ENST00000532001 - PTP4A2,,ENST00000437245 - CEP350,ENST00000544823 - QKI,,,ENST00000542420 - SS18,ENST00000568212 - RSRP1,
ENST00000396209 - MGST1,,,ENST00000476387 - COL1A1,ENST00000470521 - MIA3,,ENST00000469005 - FSTL1,ENST00000509829 - ARSJ,,,ENST00000360051 - SEPTIN2,ENST00000522446 - LOXL2,
ENST00000487694 - ROBO2,,,ENST00000636409 - ATP6AP2,ENST00000446732 - GLB1,,ENST00000351960 - NUMA1,ENST00000578816 - TMX3,,,ENST00000493720 - UBA5,ENST00000593168 - VMP1,
ENST00000496864 - FYN,,,ENST00000627972 - RUVBL2,ENST00000511754 - TNPO1,,ENST00000492351 - PPP3CA,ENST00000519507 - BAALC,,,ENST00000369227 - NBPF19,ENST00000409076 - SNX13,
ENST00000188790 - FAP,,,ENST00000461903 - HLA-A,ENST00000511297 - ERBIN,,ENST00000530765 - CHORDC1,ENST00000527078 - SLC52A2,,,ENST00000409076 - SNX13,ENST00000305766 - PHACTR2,
ENST00000514623 - MYLK,,,ENST00000476717 - EGLN1,ENST00000479839 - EXOC4,,ENST00000463418 - GALNT5,ENST00000492552 - NR1D2,,,ENST00000582539 - TRAPPC8,ENST00000350009 - ADAM33,
ENST00000514500 - ACSL4,,,ENST00000622702 - PDLIM2,ENST00000582252 - CCDC47,,ENST00000540719 - QKI,ENST00000356195 - CDCA7L,,,ENST00000543464 - CPD,ENST00000488793 - TGFB2,
ENST00000286628 - KCNMA1,,,ENST00000489520 - RPSAP52,ENST00000468059 - BACH1,,ENST00000537653 - ATF7IP,ENST00000394850 - TTC7A,,,ENST00000416957 - FNDC3B,ENST00000443424 - FAP,
ENST00000411827 - CDC42,,,ENST00000377728 - PLEKHG5,ENST00000531653 - PSMC3,,ENST00000454407 - missing,ENST00000503151 - CLPTM1L,,,ENST00000523234 - AGPAT5,ENST00000586618 - RBM42,
ENST00000602398 - SBNO1,,,ENST00000447431 - SRRM1,ENST00000474274 - PDS5B,,ENST00000372159 - DDX31,ENST00000554482 - NPC2,,,ENST00000359247 - FHOD3,ENST00000448083 - FOSL1,
ENST00000457692 - SERPINB2,,,ENST00000622530 - missing,ENST00000587027 - UBN1,,ENST00000520727 - ZFAT,ENST00000449062 - RTF2,,,ENST00000592704 - SRP68,ENST00000581348 - GIT1,
ENST00000539256 - PLEKHA5,,,ENST00000546027 - SERPINB7,ENST00000580738 - NDEL1,,ENST00000630869 - SFT2D2,ENST00000260648 - PREPL,,,ENST00000586811 - ABCA5,ENST00000440656 - GLB1,
ENST00000381839 - GART,,,ENST00000560409 - SEC11A,ENST00000574897 - NPLOC4,,ENST00000393468 - CAV1,ENST00000347699 - MAP4K4,,,ENST00000379773 - CAMK2D,ENST00000590654 - GALNT1,
ENST00000473361 - SPOCD1,,,ENST00000424325 - missing,ENST00000372915 - MACF1,,ENST00000381054 - RESF1,ENST00000514489 - PAPSS1,,,ENST00000395980 - missing,ENST00000624934 - CBSL,
ENST00000225964 - COL1A1,,,ENST00000543642 - PRRG1,ENST00000460731 - PTPN12,,ENST00000519596 - PABPC1,ENST00000531131 - NXF1,,,ENST00000584049 - BDNF,ENST00000585393 - WIPI1,
ENST00000536961 - CINP,,,ENST00000382330 - EIF4G1,ENST00000381061 - ATXN10,,ENST00000439702 - URGCP,ENST00000483434 - STX16,,,ENST00000439649 - GFRA1,ENST00000583060 - NFE2L1,
ENST00000590729 - LONP1,,,ENST00000342343 - PDE8B,ENST00000529432 - GRAMD1B,,ENST00000491811 - WLS,ENST00000512348 - FCHO2,,,ENST00000240335 - TBX4,ENST00000573725 - PRPF8,
ENST00000628568 - FHL1,,,ENST00000222753 - missing,ENST00000552270 - ALDH1L2,,ENST00000462818 - STAG1,ENST00000611659 - TPM3,,,ENST00000518047 - DIAPH1,ENST00000533246 - BDNF,
ENST00000393250 - OSBPL8,,,ENST00000345356 - COL12A1,ENST00000473691 - BRWD3,,ENST00000530856 - WASHC5,ENST00000427978 - TRPM4,,,ENST00000381839 - GART,ENST00000521179 - TVP23C,
ENST00000561991 - PKD1,,,ENST00000290295 - HOXB13,ENST00000514055 - CAST,,ENST00000534746 - RRAS2,ENST00000483589 - ZDHHC4,,,ENST00000620197 - SKP2,ENST00000500450 - CNBP,
ENST00000442054 - CDC42BPA,,,ENST00000409923 - HYCC1,ENST00000531782 - SGK1,,ENST00000542450 - CADM1,ENST00000448083 - FOSL1,,,ENST00000561831 - TCF4,ENST00000534454 - OSBPL5,
ENST00000558072 - TPM1,,,ENST00000407925 - LTBP1,ENST00000457377 - SLC4A7,,ENST00000447701 - CAMSAP2,ENST00000377499 - LMO7,,,ENST00000557094 - WARS1,ENST00000568642 - VPS35,
ENST00000397007 - NUP98,,,ENST00000229022 - VDR,ENST00000265745 - VPS41,,ENST00000626068 - UBE3A,ENST00000586313 - UBA2,,,ENST00000468720 - SPOCD1,ENST00000354702 - ENSA,
ENST00000549164 - ATP5MC2,,,ENST00000490689 - SHOX2,ENST00000539990 - NRG1,,ENST00000582844 - CSNK1D,ENST00000426663 - BLZF1,,,ENST00000344936 - ARHGAP12,ENST00000467905 - AK2,
ENST00000469350 - PLOD2,,,ENST00000287546 - VPS8,ENST00000510309 - ERAP2,,ENST00000416658 - SLMAP,ENST00000480547 - IGF2BP3,,,ENST00000427978 - TRPM4,ENST00000559494 - TSPAN3,
ENST00000409423 - NCAPG2,,,ENST00000515320 - HSD17B4,ENST00000464310 - P4HA1,,ENST00000510401 - MYO10,ENST00000477391 - DBN1,,,ENST00000259056 - GALNT5,ENST00000507400 - TUSC3,
ENST00000393412 - MDM2,,,ENST00000535419 - PGRMC1,ENST00000530529 - POGLUT3,,ENST00000442748 - GTPBP2,ENST00000244296 - PSG1,,,ENST00000361673 - ALPK2,ENST00000543612 - EPS8,
ENST00000460061 - SPOCD1,,,ENST00000395673 - EXT2,ENST00000513367 - SRPK1,,ENST00000413654 - IP6K2,ENST00000357115 - LRBA,,,ENST00000356638 - GANAB,ENST00000556710 - nan,
ENST00000514176 - NCAPG,,,ENST00000490113 - RFK,ENST00000507549 - GTF2H2B,,ENST00000409465 - STAT1,ENST00000468720 - SPOCD1,,,ENST00000409397 - SPATS2L,ENST00000592815 - CIRBP,
ENST00000296701 - FBXO38,,,ENST00000442034 - RAB3GAP1,ENST00000496747 - ATP6V1A,,ENST00000573001 - TNFRSF12A,ENST00000470772 - IMPDH1,,,ENST00000518825 - CTNNA1,ENST00000454202 - RND3,
ENST00000533892 - SYTL2,,,ENST00000410079 - DYNC1I2,ENST00000549595 - SENP1,,ENST00000466473 - HILPDA,ENST00000590870 - RMC1,,,ENST00000416658 - SLMAP,ENST00000491331 - NABP1,
ENST00000442742 - CASK,,,ENST00000537882 - NDRG1,ENST00000356016 - LCOR,,ENST00000475638 - COG5,ENST00000521059 - PTK2,,,ENST00000397007 - NUP98,ENST00000379773 - CAMK2D,
ENST00000389869 - NIN,,,ENST00000273067 - MARCHF4,ENST00000414062 - ATP5MF,,ENST00000373975 - PRKG1,ENST00000415192 - HARS1,,,ENST00000587251 - LGALS3BP,ENST00000510056 - MATR3,
