Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
positive regulation of B cell activation (GO:0050871)	1/53	0.08633735729569093	0.12995570967945144	0	0	11.604895104895105	28.42610813491069	TNFSF4
heart morphogenesis (GO:0003007)	1/53	0.08633735729569093	0.12995570967945144	0	0	11.604895104895105	28.42610813491069	ALPK2
cytokine-mediated signaling pathway (GO:0019221)	3/621	0.087739048829288	0.1316143554937813	0	0	3.0297525837770123	7.372564259270814	MMP1;TNFSF4;TNFRSF11B
glycosaminoglycan metabolic process (GO:0030203)	1/54	0.08789470799411693	0.1316143554937813	0	0	11.385363064608347	27.684827361193253	GALNT5
pyruvate metabolic process (GO:0006090)	1/55	0.08944948211911666	0.13325206356919955	0	0	11.173961840628508	26.974851864411704	PGAM4
regulation of cardiac conduction (GO:1903779)	1/55	0.08944948211911666	0.13325206356919955	0	0	11.173961840628508	26.974851864411704	TBX5
glycosaminoglycan catabolic process (GO:0006027)	1/56	0.09100168383239461	0.13452422827397464	0	0	10.970247933884297	26.29433790784365	CEMIP
blood vessel morphogenesis (GO:0048514)	1/56	0.09100168383239461	0.13452422827397464	0	0	10.970247933884297	26.29433790784365	LOX
positive regulation of interleukin-1 beta production (GO:0032731)	1/56	0.09100168383239461	0.13452422827397464	0	0	10.970247933884297	26.29433790784365	WNT5A
positive regulation of interferon-gamma production (GO:0032729)	1/57	0.09255131724454436	0.1364659728758843	0	0	10.773809523809524	25.641580554578063	TNFSF4
eye development (GO:0001654)	1/58	0.09409838647736117	0.13734562470685543	0	0	10.584263689526848	25.015000999516026	FBN2
positive regulation of protein binding (GO:0032092)	1/58	0.09409838647736117	0.13734562470685543	0	0	10.584263689526848	25.015000999516026	BDNF
chordate embryonic development (GO:0043009)	1/58	0.09409838647736117	0.13734562470685543	0	0	10.584263689526848	25.015000999516026	WNT5A
regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393)	1/58	0.09409838647736117	0.13734562470685543	0	0	10.584263689526848	25.015000999516026	GREM1
regulation of secretion by cell (GO:1903530)	1/59	0.09564289565597878	0.13924834682406986	0	0	10.401253918495298	24.41313526094926	RAB3B
adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193)	1/60	0.09718484886207923	0.14078406677263608	0	0	10.224447868515664	23.834624062165258	CHRM2
cellular protein catabolic process (GO:0044257)	1/60	0.09718484886207923	0.14078406677263608	0	0	10.224447868515664	23.834624062165258	ADAMTS12
positive regulation of DNA biosynthetic process (GO:2000573)	1/61	0.09872425022238016	0.14230078959734596	0	0	10.053535353535354	23.278203742559715	GREM1
O-glycan processing (GO:0016266)	1/61	0.09872425022238016	0.14230078959734596	0	0	10.053535353535354	23.278203742559715	GALNT5
positive regulation of interleukin-1 production (GO:0032732)	1/62	0.10026110381701644	0.14379880398569603	0	0	9.88822652757079	22.742698109668584	WNT5A
response to retinoic acid (GO:0032526)	1/62	0.10026110381701644	0.14379880398569603	0	0	9.88822652757079	22.742698109668584	WNT5A
negative regulation of endopeptidase activity (GO:0010951)	1/63	0.1017954137512644	0.1449205644045094	0	0	9.728250244379277	22.227011088447156	SERPINB7
negative regulation of peptidase activity (GO:0010466)	1/63	0.1017954137512644	0.1449205644045094	0	0	9.728250244379277	22.227011088447156	SERPINB7
positive regulation of Ras protein signal transduction (GO:0046579)	1/63	0.1017954137512644	0.1449205644045094	0	0	9.728250244379277	22.227011088447156	F2RL2
protein secretion (GO:0009306)	1/64	0.10332718407167399	0.14673983389048542	0	0	9.573352573352574	21.73012010811059	RAB3B
G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger (GO:0007187)	1/65	0.10485641889528508	0.1485465934349872	0	0	9.423295454545455	21.251070109156853	CHRM2
extracellular matrix disassembly (GO:0022617)	1/66	0.10638312227297914	0.14960935443742565	0	0	9.277855477855478	20.788968145718474	MMP1
positive regulation of cell death (GO:0010942)	1/66	0.10638312227297914	0.14960935443742565	0	0	9.277855477855478	20.788968145718474	WNT5A
cellular component disassembly (GO:0022411)	1/66	0.10638312227297914	0.14960935443742565	0	0	9.277855477855478	20.788968145718474	MMP1
positive regulation of catabolic process (GO:0009896)	1/67	0.10790729825957934	0.15138451066513803	0	0	9.13682277318641	20.34297847612108	WNT5A
regulation of gene expression (GO:0010468)	4/1079	0.1086991077251046	0.15212611202205922	0	0	2.3430697674418606	5.199674103777669	FGF5;STC2;WNT5A;ALPK2
canonical Wnt signaling pathway (GO:0060070)	1/68	0.10942895092205149	0.15240947863360424	0	0	9.0	19.912318113121092	WNT5A
negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512)	1/68	0.10942895092205149	0.15240947863360424	0	0	9.0	19.912318113121092	FBN2
positive regulation of cytokine production (GO:0001819)	2/335	0.11065109839974807	0.1534162505701625	0	0	3.6848723723723724	8.111779601903471	TNFSF4;WNT5A
RNA 3'-end processing (GO:0031123)	1/69	0.11094808432236665	0.1534162505701625	0	0	8.867201426024955	19.49625278180184	ZC3H11A
cellular response to calcium ion (GO:0071277)	1/69	0.11094808432236665	0.1534162505701625	0	0	8.867201426024955	19.49625278180184	WNT5A
wound healing (GO:0042060)	1/70	0.11246470247248325	0.15514223873292438	0	0	8.738252086078173	19.094093242672443	WNT5A
histone acetylation (GO:0016573)	1/71	0.11397880943867505	0.15537677324423155	0	0	8.612987012987013	18.70519192889038	CPA4
response to metal ion (GO:0010038)	1/71	0.11397880943867505	0.15537677324423155	0	0	8.612987012987013	18.70519192889038	LOXL2
negative regulation of neuron apoptotic process (GO:0043524)	1/71	0.11397880943867505	0.15537677324423155	0	0	8.612987012987013	18.70519192889038	BDNF
regulation of endopeptidase activity (GO:0052548)	1/71	0.11397880943867505	0.15537677324423155	0	0	8.612987012987013	18.70519192889038	SERPINB7
cellular response to BMP stimulus (GO:0071773)	1/71	0.11397880943867505	0.15537677324423155	0	0	8.612987012987013	18.70519192889038	ADAMTS12
regulation of Rho protein signal transduction (GO:0035023)	1/73	0.11699950591866148	0.15911932804937962	0	0	8.372895622895623	17.964764003409375	F2RL2
proteolysis involved in cellular protein catabolic process (GO:0051603)	1/74	0.11850610347257144	0.1607899713782777	0	0	8.257783312577834	17.612124390060146	ADAMTS12
fibroblast growth factor receptor signaling pathway (GO:0008543)	1/75	0.1200102059268166	0.16206985753668224	0	0	8.145782145782146	17.270512093187097	FGF5
positive regulation of immune response (GO:0050778)	1/75	0.1200102059268166	0.16206985753668224	0	0	8.145782145782146	17.270512093187097	TNFSF4
regulation of BMP signaling pathway (GO:0030510)	1/76	0.1215118172783869	0.1633344892718782	0	0	8.036767676767676	16.939446916298973	GREM1
RNA transport (GO:0050658)	1/76	0.1215118172783869	0.1633344892718782	0	0	8.036767676767676	16.939446916298973	ZC3H11A
positive regulation of endothelial cell proliferation (GO:0001938)	1/77	0.12301094154805582	0.1642039820202685	0	0	7.930622009569378	16.618475446932944	WNT5A
cellular response to UV (GO:0034644)	1/77	0.12301094154805582	0.1642039820202685	0	0	7.930622009569378	16.618475446932944	MMP1
positive regulation of tumor necrosis factor production (GO:0032760)	1/77	0.12301094154805582	0.1642039820202685	0	0	7.930622009569378	16.618475446932944	WNT5A
negative regulation of apoptotic signaling pathway (GO:2001234)	1/78	0.12450758270134277	0.16581885438105096	0	0	7.827233372687918	16.307169245486165	BDNF
regulation of neuron differentiation (GO:0045664)	1/79	0.12600174473546216	0.16703901022269982	0	0	7.726495726495727	16.005123167673478	BDNF
mRNA 3'-end processing (GO:0031124)	1/79	0.12600174473546216	0.16703901022269982	0	0	7.726495726495727	16.005123167673478	ZC3H11A
response to interferon-gamma (GO:0034341)	1/80	0.12749343166120705	0.16786151138992636	0	0	7.628308400460299	15.711953825485486	WNT5A
regulation of fat cell differentiation (GO:0045598)	1/80	0.12749343166120705	0.16786151138992636	0	0	7.628308400460299	15.711953825485486	WNT5A
skin development (GO:0043588)	1/80	0.12749343166120705	0.16786151138992636	0	0	7.628308400460299	15.711953825485486	WNT5A
positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557)	1/81	0.12898264742204674	0.16943629593168869	0	0	7.532575757575757	15.427298171197009	WNT5A
regulation of apoptotic process (GO:0042981)	3/742	0.13073178540090757	0.17134460762295822	0	0	2.5178314199659524	5.122798676544212	GREM1;WNT5A;ALPK2
glycoprotein biosynthetic process (GO:0009101)	1/83	0.13195368133736293	0.17216529980360218	0	0	7.348115299334811	14.882169637075853	FOXL1
regulation of interleukin-1 beta production (GO:0032651)	1/83	0.13195368133736293	0.17216529980360218	0	0	7.348115299334811	14.882169637075853	WNT5A
nuclear export (GO:0051168)	1/84	0.13343550741856694	0.17370658398182814	0	0	7.259218692953633	14.621061021294857	ZC3H11A
positive regulation of protein catabolic process (GO:0045732)	1/85	0.13491487818745393	0.17484484213531024	0	0	7.172438672438672	14.367192460983778	WNT5A
Wnt signaling pathway, planar cell polarity pathway (GO:0060071)	1/85	0.13491487818745393	0.17484484213531024	0	0	7.172438672438672	14.367192460983778	WNT5A
positive regulation of endothelial cell migration (GO:0010595)	1/86	0.1363917975983422	0.17541224802195995	0	0	7.0877005347593585	14.12028477327799	WNT5A
response to interleukin-1 (GO:0070555)	1/86	0.1363917975983422	0.17541224802195995	0	0	7.0877005347593585	14.12028477327799	ADAMTS12
regulation of neuron death (GO:1901214)	1/86	0.1363917975983422	0.17541224802195995	0	0	7.0877005347593585	14.12028477327799	WNT5A
negative regulation of programmed cell death (GO:0043069)	2/381	0.13656662908284078	0.17541224802195995	0	0	3.23004617414248	6.430836716386832	GREM1;WNT5A
sodium ion transmembrane transport (GO:0035725)	1/87	0.1378662695482398	0.17668892194874192	0	0	7.004933051444679	13.880072573386215	SCN9A
regulation of establishment of planar polarity (GO:0090175)	1/88	0.1393382980115978	0.1781803899351848	0	0	6.924068268895855	13.64630343816304	WNT5A
regulation of endothelial cell migration (GO:0010594)	1/89	0.14080788692300278	0.17966216035650245	0	0	6.845041322314049	13.418737141433665	WNT5A
sodium ion transport (GO:0006814)	1/90	0.1422750401804758	0.18113430225620045	0	0	6.7677902621722845	13.197144936653295	SCN9A
positive regulation of cellular component biogenesis (GO:0044089)	1/92	0.14520205536758202	0.1828470326851033	0	0	6.618381618381618	12.7710212446526	MMP1
regulation of endothelial cell proliferation (GO:0001936)	1/92	0.14520205536758202	0.1828470326851033	0	0	6.618381618381618	12.7710212446526	WNT5A
cellular response to fibroblast growth factor stimulus (GO:0044344)	1/92	0.14520205536758202	0.1828470326851033	0	0	6.618381618381618	12.7710212446526	FGF5
T cell activation (GO:0042110)	1/92	0.14520205536758202	0.1828470326851033	0	0	6.618381618381618	12.7710212446526	TNFSF4
Wnt signaling pathway (GO:0016055)	1/92	0.14520205536758202	0.1828470326851033	0	0	6.618381618381618	12.7710212446526	WNT5A
positive regulation of peptidyl-serine phosphorylation (GO:0033138)	1/93	0.1466619251080492	0.18388414905087297	0	0	6.546113306982872	12.56608387020979	BDNF
visual perception (GO:0007601)	1/93	0.1466619251080492	0.18388414905087297	0	0	6.546113306982872	12.56608387020979	COL11A1
positive regulation of epithelial cell migration (GO:0010634)	1/94	0.14811937485679208	0.1849092843784575	0	0	6.4753991528185075	12.366307690734349	WNT5A
hemopoiesis (GO:0030097)	1/94	0.14811937485679208	0.1849092843784575	0	0	6.4753991528185075	12.366307690734349	WNT5A
sensory perception of light stimulus (GO:0050953)	1/95	0.14957440843387748	0.1863232932646146	0	0	6.406189555125725	12.171512201210502	COL11A1
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	2/404	0.15000307823378894	0.18645543918092475	0	0	3.0416666666666665	5.770344201594302	FGF5;BDNF
regulation of vesicle-mediated transport (GO:0060627)	1/96	0.151027029770598	0.1873253716897117	0	0	6.3384370015948965	11.98152498220752	RAB3B
positive regulation of cold-induced thermogenesis (GO:0120162)	1/97	0.1524772427346566	0.1883159108987853	0	0	6.272095959595959	11.796181266076253	OXTR
calcium ion homeostasis (GO:0055074)	1/97	0.1524772427346566	0.1883159108987853	0	0	6.272095959595959	11.796181266076253	STC2
negative regulation of neuron death (GO:1901215)	1/98	0.15392505118657634	0.18889316260263508	0	0	6.207122774133083	11.61532352125674	BDNF
regulation of neuron apoptotic process (GO:0043523)	1/98	0.15392505118657634	0.18889316260263508	0	0	6.207122774133083	11.61532352125674	BDNF
regulation of peptidyl-serine phosphorylation (GO:0033135)	1/98	0.15392505118657634	0.18889316260263508	0	0	6.207122774133083	11.61532352125674	BDNF
mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427)	1/99	0.15537045897664442	0.19026297730614508	0	0	6.1434755720470005	11.438801065469377	ZC3H11A
cell-matrix adhesion (GO:0007160)	1/100	0.1568134700259566	0.19162407119450936	0	0	6.081114172023263	11.266469699963471	ADAMTS12
positive regulation of protein localization to membrane (GO:1905477)	1/101	0.1582540881213493	0.19269761860865153	0	0	6.02	11.098191377587193	CEMIP
protein O-linked glycosylation (GO:0006493)	1/102	0.15969231715146037	0.19269761860865153	0	0	5.96009600960096	10.933833874449698	GALNT5
positive regulation of cell growth (GO:0030307)	1/102	0.15969231715146037	0.19269761860865153	0	0	5.96009600960096	10.933833874449698	BDNF
cell junction assembly (GO:0034329)	1/102	0.15969231715146037	0.19269761860865153	0	0	5.96009600960096	10.933833874449698	BDNF
positive regulation of vasculature development (GO:1904018)	1/102	0.15969231715146037	0.19269761860865153	0	0	5.96009600960096	10.933833874449698	WNT5A
regulation of protein catabolic process (GO:0042176)	1/102	0.15969231715146037	0.19269761860865153	0	0	5.96009600960096	10.933833874449698	WNT5A
cellular metal ion homeostasis (GO:0006875)	1/104	0.16256162332330876	0.1953443207502546	0	0	5.8437775816416595	10.616379796798373	STC2
mRNA transport (GO:0051028)	1/104	0.16256162332330876	0.1953443207502546	0	0	5.8437775816416595	10.616379796798373	ZC3H11A
positive regulation of cellular metabolic process (GO:0031325)	1/105	0.1639927081485295	0.1966551562445022	0	0	5.787296037296037	10.463045307600638	GREM1
RNA export from nucleus (GO:0006405)	1/106	0.16542141923502365	0.19795772322534919	0	0	5.731890331890332	10.313155296299051	ZC3H11A
response to calcium ion (GO:0051592)	1/107	0.1668477603787351	0.19884124845135853	0	0	5.677530017152659	10.166602529212769	WNT5A
mRNA export from nucleus (GO:0006406)	1/107	0.1668477603787351	0.19884124845135853	0	0	5.677530017152659	10.166602529212769	ZC3H11A
negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)	1/108	0.16827173541447749	0.20012564417606582	0	0	5.624185783064288	10.023284049176388	GREM1
modulation of chemical synaptic transmission (GO:0050804)	1/109	0.16969334811875375	0.20140196142225802	0	0	5.571829405162738	9.883100970975612	BDNF
response to tumor necrosis factor (GO:0034612)	1/110	0.1711126023422634	0.20267025441358244	0	0	5.520433694745622	9.745958280916204	ADAMTS12
regulation of Wnt signaling pathway (GO:0030111)	1/111	0.17252950183296037	0.20351439195806345	0	0	5.469972451790634	9.61176465776711	FOXL1
cellular divalent inorganic cation homeostasis (GO:0072503)	1/111	0.17252950183296037	0.20351439195806345	0	0	5.469972451790634	9.61176465776711	STC2
positive regulation of metabolic process (GO:0009893)	1/113	0.1753562518555918	0.20598953936570757	0	0	5.371753246753247	9.351876727319317	OXTR
activation of protein kinase activity (GO:0032147)	1/114	0.1767661099055207	0.20598953936570757	0	0	5.323947438991687	9.226016699562276	WNT5A
negative regulation of cell motility (GO:2000146)	1/114	0.1767661099055207	0.20598953936570757	0	0	5.323947438991687	9.226016699562276	TBX5
positive regulation of cellular component organization (GO:0051130)	1/114	0.1767661099055207	0.20598953936570757	0	0	5.323947438991687	9.226016699562276	MMP1
histone modification (GO:0016570)	1/114	0.1767661099055207	0.20598953936570757	0	0	5.323947438991687	9.226016699562276	CPA4
cellular response to transforming growth factor beta stimulus (GO:0071560)	1/114	0.1767661099055207	0.20598953936570757	0	0	5.323947438991687	9.226016699562276	WNT5A
positive regulation of protein metabolic process (GO:0051247)	1/115	0.1781736283799067	0.2072119863251229	0	0	5.276980329611908	9.102773991144383	WNT5A
regulation of protein-containing complex assembly (GO:0043254)	1/116	0.17957881099881004	0.20800912376214872	0	0	5.230830039525692	8.982073294656722	MMP1
positive regulation of angiogenesis (GO:0045766)	1/116	0.17957881099881004	0.20800912376214872	0	0	5.230830039525692	8.982073294656722	WNT5A
positive regulation of protein-containing complex assembly (GO:0031334)	1/118	0.1823821837951678	0.21083380446721395	0	0	5.140896140896141	8.74801045589206	MMP1
cellular response to interferon-gamma (GO:0071346)	1/121	0.1865698180421205	0.2152442212142628	0	0	5.011616161616161	8.414251704037543	WNT5A
epithelium development (GO:0060429)	1/122	0.18796106442505783	0.21641732119060444	0	0	4.969947407963937	8.307368686701155	TBX5
positive regulation of epithelial cell proliferation (GO:0050679)	1/123	0.1893500011715691	0.21758310273790646	0	0	4.9289617486338795	8.202571709503856	WNT5A
regulation of tumor necrosis factor production (GO:0032680)	1/124	0.1907366319823037	0.21830846195202283	0	0	4.888642522788865	8.099804524943316	WNT5A
non-canonical Wnt signaling pathway (GO:0035567)	1/124	0.1907366319823037	0.21830846195202283	0	0	4.888642522788865	8.099804524943316	WNT5A
synapse organization (GO:0050808)	1/126	0.19350299066789908	0.22103701305542625	0	0	4.809939393939394	7.900144172661141	BDNF
muscle contraction (GO:0006936)	1/129	0.19763532693263508	0.22531206896856623	0	0	4.696496212121212	7.614578326771785	OXTR
positive regulation of transcription by RNA polymerase II (GO:0045944)	3/908	0.1992754653277924	0.22673468299107086	0	0	2.0382463019069683	3.287828180868334	GREM1;WNT5A;TBX5
cellular response to metal ion (GO:0071248)	1/131	0.2003787929533847	0.22754212637928556	0	0	4.623776223776224	7.432931766422354	WNT5A
regulation of cell motility (GO:2000145)	1/133	0.20311315338179647	0.230194907166036	0	0	4.553259871441689	7.257860033982993	FGF5
positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	1/134	0.20447692821392519	0.23128701469207194	0	0	4.518796992481203	7.172687055117361	GREM1
protein localization to plasma membrane (GO:0072659)	1/136	0.20719768525979987	0.23345080327517412	0	0	4.451402918069585	7.00687294182136	RAB3B
cellular calcium ion homeostasis (GO:0006874)	1/136	0.20719768525979987	0.23345080327517412	0	0	4.451402918069585	7.00687294182136	STC2
regulation of cellular component organization (GO:0051128)	1/139	0.21126189411264842	0.23723901888996848	0	0	4.353974527887571	6.768935718598165	WNT5A
neuron projection morphogenesis (GO:0048812)	1/140	0.2126121311159233	0.23723901888996848	0	0	4.3224329627207325	6.692361378584255	BDNF
transcription initiation from RNA polymerase II promoter (GO:0006367)	1/140	0.2126121311159233	0.23723901888996848	0	0	4.3224329627207325	6.692361378584255	TBX5
protein localization to cell periphery (GO:1990778)	1/140	0.2126121311159233	0.23723901888996848	0	0	4.3224329627207325	6.692361378584255	RAB3B
enzyme linked receptor protein signaling pathway (GO:0007167)	1/140	0.2126121311159233	0.23723901888996848	0	0	4.3224329627207325	6.692361378584255	BDNF
chromatin organization (GO:0006325)	1/142	0.21530587796347692	0.2394144352970409	0	0	4.260692026649473	6.543125886285318	LOXL2
positive regulation of nucleic acid-templated transcription (GO:1903508)	2/511	0.21539014940218212	0.2394144352970409	0	0	2.389120825147348	3.6680273493432494	WNT5A;TBX5
negative regulation of DNA-binding transcription factor activity (GO:0043433)	1/143	0.21664939505598066	0.24028872015175606	0	0	4.230473751600512	6.470403515754424	TNFSF4
negative regulation of transcription, DNA-templated (GO:0045892)	3/948	0.21700815210937138	0.24028872015175606	0	0	1.9478750640040963	2.976003179229151	TNFSF4;WNT5A;LOXL2
negative regulation of cell migration (GO:0030336)	1/144	0.21799067936724653	0.24091512939630685	0	0	4.200678109769019	6.39890545030011	TBX5
positive regulation of cytosolic calcium ion concentration (GO:0007204)	1/147	0.22200117164371283	0.244879154981042	0	0	4.113740141137401	6.191477649955823	F2RL2
positive regulation of intracellular protein transport (GO:0090316)	1/148	0.22333356081713476	0.24494648605750263	0	0	4.085549371263657	6.124601454172748	CEMIP
regulation of cytosolic calcium ion concentration (GO:0051480)	1/148	0.22333356081713476	0.24494648605750263	0	0	4.085549371263657	6.124601454172748	WNT5A
positive regulation of transferase activity (GO:0051347)	1/148	0.22333356081713476	0.24494648605750263	0	0	4.085549371263657	6.124601454172748	GREM1
regulation of cytokine production (GO:0001817)	1/150	0.22599169825673165	0.2473924272583161	0	0	4.03030303030303	5.994096449403746	TNFSF4
negative regulation of protein phosphorylation (GO:0001933)	1/152	0.2286410049055137	0.2498194722786142	0	0	3.9765201685731486	5.867761788471754	GREM1
cellular response to interleukin-1 (GO:0071347)	1/155	0.2325984693579306	0.253186281146674	0	0	3.898465171192444	5.685683857821177	ADAMTS12
positive regulation of NF-kappaB transcription factor activity (GO:0051092)	1/155	0.2325984693579306	0.253186281146674	0	0	3.898465171192444	5.685683857821177	WNT5A
positive regulation of intracellular signal transduction (GO:1902533)	2/546	0.23742643191651128	0.2579557850521495	0	0	2.231387867647059	3.2085069557433608	FGF5;WNT5A
positive regulation of protein kinase B signaling (GO:0051897)	1/161	0.2404543645820111	0.2607553897343385	0	0	3.7511363636363635	5.3462131726902475	FGF5
adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188)	1/165	0.24564820419933617	0.2658888802007796	0	0	3.6589061345158904	5.136573052376131	CHRM2
regulation of MAPK cascade (GO:0043408)	1/166	0.2469412681410595	0.26678888408510726	0	0	3.6365472910927457	5.0860923201364825	GREM1
DNA-templated transcription, initiation (GO:0006352)	1/168	0.24952094531178504	0.2690729596832309	0	0	3.5926329159862096	4.987337627893559	TBX5
cellular protein modification process (GO:0006464)	3/1025	0.2520683756906395	0.27131381964467344	0	0	1.7938261473391832	2.4719909052165563	LOX;STC2;LOXL2
neuron projection development (GO:0031175)	1/171	0.2533743861607	0.2722126304849156	0	0	3.528698752228164	4.84450498565525	BDNF
cation transport (GO:0006812)	1/174	0.2572086199690336	0.27530848581870637	0	0	3.4669819583114383	4.7077030691208055	SCN9A
neuron differentiation (GO:0030182)	1/174	0.2572086199690336	0.27530848581870637	0	0	3.4669819583114383	4.7077030691208055	WNT5A
positive regulation of developmental process (GO:0051094)	1/177	0.26102373964069236	0.2788756405033645	0	0	3.4073691460055096	4.576587149329015	WNT5A
regulation of immune response (GO:0050776)	1/179	0.2635565794018977	0.2810621824618023	0	0	3.368743615934627	4.492176530544659	TNFSF4
negative regulation of macromolecule metabolic process (GO:0010605)	1/194	0.28228614226165405	0.2999290261530074	0	0	3.1045690061234104	3.9267645386719483	STC2
regulation of programmed cell death (GO:0043067)	1/194	0.28228614226165405	0.2999290261530074	0	0	3.1045690061234104	3.9267645386719483	ALPK2
protein localization to membrane (GO:0072657)	1/195	0.2835182049869584	0.3006853623531412	0	0	3.0884098719150264	3.8928756101439714	RAB3B
regulation of signal transduction (GO:0009966)	1/198	0.28720208890875654	0.3040344457678778	0	0	3.040916782033533	3.7937540211642773	FOXL1
regulation of macromolecule metabolic process (GO:0060255)	1/200	0.2896477910754225	0.30606293097183584	0	0	3.0100502512562812	3.7297219848476746	ALPK2
generation of neurons (GO:0048699)	1/202	0.29208534773730127	0.3080754215185404	0	0	2.9797979797979797	3.6672648851683944	WNT5A
regulation of angiogenesis (GO:0045765)	1/203	0.2933010796958577	0.3087942150531981	0	0	2.964896489648965	3.636610457451386	WNT5A
regulation of protein kinase B signaling (GO:0051896)	1/207	0.29814377500790146	0.3133220035537583	0	0	2.9067372756693146	3.517673695347186	FGF5
positive regulation of protein modification process (GO:0031401)	1/214	0.30654109869630297	0.3215621688683541	0	0	2.8102148242993312	3.322807681663032	FGF5
positive regulation of cell motility (GO:2000147)	1/221	0.3148408734720354	0.3296703349036892	0	0	2.7198347107438017	3.1432801505426573	CEMIP
regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	1/224	0.31836833075418414	0.33276111243384887	0	0	2.682837342030167	3.070631536341404	WNT5A
regulation of transcription by RNA polymerase II (GO:0006357)	5/2206	0.31927788554568304	0.33310941849351045	0	0	1.3916088298422347	1.5887906732377135	GREM1;WNT5A;FOXL1;TBX5;LOXL2
inflammatory response (GO:0006954)	1/230	0.3253704429869678	0.3388542631467881	0	0	2.611750694720127	2.932449968427624	TNFSF4
positive regulation of transcription, DNA-templated (GO:0045893)	3/1183	0.326325297991343	0.33923745007013717	0	0	1.540677966101695	1.7253444722331974	GREM1;WNT5A;TBX5
regulation of transcription, DNA-templated (GO:0006355)	5/2244	0.3325304583669891	0.3450675133503046	0	0	1.36506445303476	1.502968477221049	TNFSF4;WNT5A;FOXL1;TBX5;LOXL2
anterograde trans-synaptic signaling (GO:0098916)	1/244	0.34143828970353873	0.3536762212341315	0	0	2.459533607681756	2.642986087339605	CHRM2
positive regulation of DNA-binding transcription factor activity (GO:0051091)	1/246	0.3437031570294615	0.3553853752469208	0	0	2.439208410636982	2.6050182606204073	WNT5A
positive regulation of signal transduction (GO:0009967)	1/252	0.3504524919828776	0.36171703636804153	0	0	2.380176264638416	2.4956865168842852	BDNF
positive regulation of phosphorylation (GO:0042327)	1/253	0.351570811737902	0.3622244726996566	0	0	2.3706108706108706	2.47810416320899	FGF5
cellular component assembly (GO:0022607)	1/261	0.36045034426747163	0.37071227577686583	0	0	2.2967365967365967	2.3435924877712164	WNT5A
regulation of protein phosphorylation (GO:0001932)	1/266	0.36593999909389846	0.37568973263991706	0	0	2.2528301886792454	2.264738414586116	FGF5
positive regulation of cell migration (GO:0030335)	1/269	0.36921180973479023	0.37837664189132764	0	0	2.227272727272727	2.219220667525001	CEMIP
inorganic cation transmembrane transport (GO:0098662)	1/274	0.3746284472821137	0.3832482168655959	0	0	2.185925185925186	2.1461862714372018	SCN9A
mRNA processing (GO:0006397)	1/300	0.40207522606830093	0.4105997891651553	0	0	1.9932096888618627	1.8160453950381168	ZC3H11A
innate immune response (GO:0045087)	1/302	0.40413739632118595	0.41197780436269044	0	0	1.9797644216248866	1.7936672963955926	COLEC10
MAPK cascade (GO:0000165)	1/303	0.40516589112656254	0.4122990934351288	0	0	1.9731085691350592	1.782622079195789	FGF5
chemical synaptic transmission (GO:0007268)	1/306	0.40824104809610634	0.41469828787267043	0	0	1.9534028812717337	1.7500487087486432	CHRM2
transcription by RNA polymerase II (GO:0006366)	1/320	0.42238893648064435	0.4283172022558113	0	0	1.8663436876603021	1.608468626834022	TBX5
negative regulation of gene expression (GO:0010629)	1/322	0.4243830697834764	0.42958566433423706	0	0	1.8545265741527424	1.5895495271940099	STC2
cellular protein localization (GO:0034613)	1/329	0.43131005252028104	0.43583428384042383	0	0	1.81430155210643	1.525697099182409	WNT5A
post-translational protein modification (GO:0043687)	1/345	0.4468407060685735	0.45073983962938124	0	0	1.728505990133897	1.3924033762538368	STC2
gene expression (GO:0010467)	1/356	0.45727839604857157	0.4604650050802689	0	0	1.6740076824583867	1.3098488921758502	ZC3H11A
protein transport (GO:0015031)	1/369	0.46936752452344377	0.47181639856443564	0	0	1.6138010540184453	1.2206293848147969	RAB3B
regulation of intracellular signal transduction (GO:1902531)	1/437	0.5284651035495671	0.5303000518257809	0	0	1.3573811509591327	0.8657085212911318	WNT5A
negative regulation of cellular process (GO:0048523)	1/566	0.6235211035813433	0.6246017294107736	0	0	1.040547063555913	0.49152599204204395	TBX5
negative regulation of transcription by RNA polymerase II (GO:0000122)	1/684	0.693990962890999	0.693990962890999	0	0	0.8555392874572962	0.3125253707175514	LOXL2
