Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
decreased CD8-positive, alpha-beta T cell number MP:0008079	1/153	0.2299623555726211	0.252074120531527	0	0	3.9501594896331738	5.806101060955312	PDCD1LG2
abnormal craniofacial morphology MP:0000428	1/154	0.23128150921249838	0.252912153958991	0	0	3.92414339473163	5.745415476473259	LOX
decreased circulating HDL cholesterol level MP:0000186	1/155	0.2325984693579306	0.2537437847541061	0	0	3.898465171192444	5.685683857821177	TNFSF4
abnormal heart development MP:0000267	1/160	0.23915049131823107	0.2602687924608911	0	0	3.7749190013340956	5.400634128711045	TBX5
increased circulating HDL cholesterol level MP:0001556	1/161	0.2404543645820111	0.2610647386890406	0	0	3.7511363636363635	5.3462131726902475	TNFSF4
increased circulating insulin level MP:0002079	1/163	0.24305560810857574	0.263262131348006	0	0	3.7044519266741487	5.239817675473846	BDNF
abnormal enzyme/coenzyme activity MP:0005584	1/165	0.24564820419933617	0.26543976567511207	0	0	3.6589061345158904	5.136573052376131	LOX
respiratory distress MP:0001954	1/176	0.2597541511691116	0.28001865941634724	0	0	3.427012987012987	4.61968090805527	GREM1
increased exploration in new environment MP:0001415	1/178	0.26229121457562565	0.2820867779398238	0	0	3.3879472693032016	4.534089445883824	COL11A1
weight loss MP:0001263	1/185	0.2711046464480979	0.29087933830666507	0	0	3.257905138339921	4.252381930846554	BDNF
small kidney MP:0002989	1/194	0.28228614226165405	0.3021654480547282	0	0	3.1045690061234104	3.9267645386719483	LOX
increased or absent threshold for auditory brainstem response MP:0011967	1/200	0.2896477910754225	0.30931942091426856	0	0	3.0100502512562812	3.7297219848476746	TNFRSF11B
short tibia MP:0002764	1/214	0.30654109869630297	0.32659518926521997	0	0	2.8102148242993312	3.322807681663032	COLEC10
increased bone mineral content MP:0010123	1/220	0.3136611219362439	0.33340203170845506	0	0	2.7323924173239242	3.1680508170221238	FBN2
ataxia MP:0001393	1/221	0.3148408734720354	0.33387776349592585	0	0	2.7198347107438017	3.1432801505426573	BDNF
increased anxiety-related response MP:0001363	1/222	0.31601865662220957	0.33434920515017996	0	0	2.7073906485671193	3.1187895608051153	BDNF
reduced male fertility MP:0001922	1/230	0.3253704429869678	0.34344657870846607	0	0	2.611750694720127	2.932449968427624	BDNF
perinatal lethality, incomplete penetrance MP:0011090	1/238	0.3345980767903535	0.35155926962304423	0	0	2.5225674466180794	2.7617705057031543	TBX5
abnormal auditory brainstem response MP:0004738	1/238	0.3345980767903535	0.35155926962304423	0	0	2.5225674466180794	2.7617705057031543	TNFRSF11B
hyperactivity MP:0001399	2/706	0.3387745358383703	0.3551291686029813	0	0	1.7100497159090908	1.8509928324234732	OXTR;BDNF
female infertility MP:0001926	1/244	0.34143828970353873	0.3571005965706735	0	0	2.459533607681756	2.642986087339605	BDNF
limb grasping MP:0001513	1/245	0.3425716699820424	0.35746609041604427	0	0	2.4493293591654246	2.6239038096348497	FBN2
abnormal cell physiology MP:0005621	1/248	0.345960463540854	0.36017801683705347	0	0	2.4192123665807874	2.5678264636241477	STC2
decreased exploration in new environment MP:0001417	1/251	0.34933230034235613	0.3628599748430852	0	0	2.389818181818182	2.513447443005056	BDNF
hemorrhage MP:0001914	1/256	0.35491456990627185	0.3678205542664999	0	0	2.342364824717766	2.4264045801802587	LOX
decreased circulating triglyceride level MP:0002644	1/267	0.3670324285206081	0.37951652472879205	0	0	2.2442469810890864	2.249420135870378	TNFRSF11B
embryonic growth arrest MP:0001730	1/271	0.3713839070496577	0.3831471982231763	0	0	2.210549943883277	2.189591634780014	TBX5
decreased startle reflex MP:0001489	1/277	0.3778567311224541	0.38894507763394826	0	0	2.1618357487922704	2.1039853990226707	COL11A1
decreased litter size MP:0001935	1/283	0.3842648454444221	0.39465038180778483	0	0	2.1151944981732216	2.0230212226615043	OXTR
improved glucose tolerance MP:0005292	1/306	0.40824104809610634	0.4183323998467966	0	0	1.9534028812717337	1.7500487087486432	FBN2
decreased lean body mass MP:0003961	1/311	0.41333205199286016	0.42259958679090637	0	0	1.921407624633431	1.6975713394275334	PAPPA
small testis MP:0001147	1/341	0.4429970872380837	0.45191649167911896	0	0	1.749197860962567	1.4241830518188334	STC2
decreased bone mineral content MP:0010124	1/368	0.46844694764932443	0.4768120717144909	0	0	1.6182809016596482	1.2271948763726799	PAPPA
impaired coordination MP:0001405	1/379	0.4784885955284337	0.4859483286435763	0	0	1.5703062369729037	1.1575086906923873	BDNF
abnormal spleen morphology MP:0000689	1/385	0.4838879999846711	0.49033983998446673	0	0	1.5452967171717171	1.1217336747629532	LOX
decreased grip strength MP:0010053	1/434	0.5259982448692498	0.5318297109986206	0	0	1.3669955910140668	0.8782364373159895	FBN2
enlarged spleen MP:0000691	1/444	0.5341727464623057	0.5388999389088748	0	0	1.3354538614132294	0.8373776435555758	LOX
decreased total body fat amount MP:0010025	1/494	0.573035735888428	0.5768306745366958	0	0	1.1969389636732435	0.6664642304377794	FBN2
embryonic lethality during organogenesis, complete penetrance MP:0011098	1/600	0.6452986820321939	0.6481414075037013	0	0	0.979764253553903	0.4291778896804365	TBX5
preweaning lethality, complete penetrance MP:0011100	2/1441	0.713884565710659	0.7154535427781549	0	0	0.8046820708825573	0.27120521899871686	LOX;COL11A1
premature death MP:0002083	1/869	0.7794489816776478	0.7794489816776478	0	0	0.6667364893171345	0.16612942603115324	BDNF
